Id_pagina_ex;links;Qtd
93;https://www1.folha.uol.com.br/poder/2020/07/artigo-de-colunista-da-folha-e-ataque-claro-a-instituicao-da-presidencia-diz-ministro-das-comunicacoes.shtml;1
93;https://www1.folha.uol.com.br/opiniao/2020/07/bolsonaro-infectado.shtml;1
93;https://www1.folha.uol.com.br/mercado/2020/07/camara-aprova-texto-base-de-mp-de-socorro-a-aereas-e-reduz-saques-do-fgts-a-trabalhadores-do-setor.shtml;1
93;https://noticias.uol.com.br/politica/ultimas-noticias/2020/07/07/flavio-bolsonaro-depoe-pela-1-vez-ao-mp-mas-esposa-dele-nao-comparecera.htm;1
93;https://entretenimento.uol.com.br/noticias/redacao/2020/07/07/luisa-sonza-no-drive-in-do-allianz-tudo-o-que-rolou.htm;1
93;https://piaui.folha.uol.com.br/mourao-defende-manter-pujol-no-comando-do-exercito/;1
93;https://www1.folha.uol.com.br/educacao/2020/07/ausencia-de-ministro-da-educacao-trava-definicao-de-data-do-enem.shtml;1
93;https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2020/07/07/bolsonaro-diz-que-vai-ouvir-novo-candidato-ao-mec-e-vitor-hugo-esta-na-reserva.htm;1
93;https://congressoemfoco.uol.com.br/educacao/camara-aprova-mp-que-suspende-numero-minimo-de-dias-letivos/;1
93;https://noticias.uol.com.br/politica/ultimas-noticias/2020/07/07/ex-presidente-lula-nao-cometeu-crimes-do-powerpoint-de-deltan-diz-defesa.htm;1
93;https://www1.folha.uol.com.br/mercado/2020/07/relator-diz-que-veto-a-desoneracao-foi-erro-e-maia-fala-que-congresso-pode-derrubar.shtml;1
93;https://www1.folha.uol.com.br/cotidiano/2020/07/prorrogacao-de-receita-medica-e-odontologica-na-pandemia-vai-a-sancao.shtml;1
